"","OBJECTID","GlobalID","CreationDate","Creator","Memorial","Is it a memorial?","Diameter at Breast Heigh (DBH)","Common Species Name","Height (ft)","SPECIES","SPECIES_BIN","x","y"
"475",499,"d60d534a-11ea-4f58-8850-c2cbcbf8de50","6/14/2024 4:46:32 PM","areynol1@macalester.edu_MacGIS",NA,"No",7.98,"Kentucky coffeetree",NA,"Kentucky coffeetree","Gymnocladus Dioicus",-93.1694644872262,44.9392651379296
"476",500,"81280986-5b17-4a16-bb8f-0500e95ca8e5","6/14/2024 4:48:14 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.11,"Eastern white pine",NA,"Eastern white pine","Pinus strobus",-93.1694488700149,44.939204648114
"477",501,"c0653057-6d21-4935-ad38-a5526741ed66","6/14/2024 4:49:06 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.64,"Eastern white pine",NA,"Eastern white pine","Pinus strobus",-93.1694090000877,44.9391746441804
"478",502,"a8911688-1944-4be7-9868-8e83b845c1b3","6/14/2024 4:49:55 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.59,"Eastern white pine",NA,"Eastern white pine","Pinus strobus",-93.1694329168338,44.9391562641005
"479",503,"0e5c7d63-8cfc-4385-be31-9977a3ecc898","6/14/2024 4:50:26 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.82,"Eastern white pine",NA,"Eastern white pine","Pinus strobus",-93.1693990126183,44.9391538255045
"480",504,"6122c6b1-2128-44e6-8a82-70b7cfc84986","6/14/2024 4:50:58 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.72,"Eastern white pine",NA,"Eastern white pine","Pinus strobus",-93.1693705746514,44.9391532080659
"481",505,"3a5bcf0c-5bc9-4717-9648-2c4a33e45ae7","6/14/2024 4:53:16 PM","areynol1@macalester.edu_MacGIS",NA,"No",19.54,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1695184589067,44.9393579206927
"482",506,"e6eb91f4-66a1-4bb2-a85f-6ea862b11cfc","6/14/2024 4:53:54 PM","areynol1@macalester.edu_MacGIS",NA,"No",10.6,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1695340985758,44.9392450721661
"483",507,"20cf71f3-1054-4305-a53c-9a46a35aabb0","6/14/2024 4:54:43 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.57,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1695353714886,44.9391698204035
"484",508,"6b0d0d2c-5481-444e-9391-f8250782f9dc","6/14/2024 4:55:46 PM","areynol1@macalester.edu_MacGIS",NA,"No",11.13,"American elm",NA,"American elm","Ulmus americana",-93.1695440366378,44.9390569861326
"485",509,"20fed320-7b8e-41ff-a2fb-35a6b9297f22","6/14/2024 4:57:44 PM","areynol1@macalester.edu_MacGIS",NA,"No",13.99,"Black maple",NA,"Black maple","Acer nigrum",-93.1695428230139,44.9389100467689
"486",510,"bc3c8551-4ebb-4552-a6c6-1b8cdc4b9a69","6/14/2024 4:58:33 PM","areynol1@macalester.edu_MacGIS",NA,"No",15.51,"Green ash",NA,"Green ash","Fraxinus pennsylvanica",-93.1694905850818,44.9389306855787
"487",511,"b14cbc3d-8567-4fd0-8a44-915311725e92","6/14/2024 4:59:40 PM","areynol1@macalester.edu_MacGIS",NA,"No",23,"White ash",NA,"White ash","Fraxinus americana",-93.1694907045577,44.9388467828601
"488",512,"d901f4b8-1c94-4a31-aa3a-5515e531b5c1","6/14/2024 5:01:29 PM","areynol1@macalester.edu_MacGIS",NA,"No",16.42,"Norway maple",NA,"Norway maple","Acer platanoides",-93.169547761053,44.9387983832839
"489",513,"27f7a9b7-0659-4916-9555-80db83fe9abf","6/14/2024 5:02:27 PM","areynol1@macalester.edu_MacGIS",NA,"No",21.62,"Green ash",NA,"Green ash","Fraxinus pennsylvanica",-93.1695009031311,44.9387232326773
"490",514,"da61e512-e5c3-4945-912a-0081f328efb5","6/14/2024 5:02:59 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.86,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1695300022581,44.9386590344483
"491",515,"33d45318-0b08-4978-8616-fcaed67aaff9","6/14/2024 5:03:42 PM","areynol1@macalester.edu_MacGIS",NA,"No",20.18,"Green ash",NA,"Green ash","Fraxinus pennsylvanica",-93.1694930087364,44.9386315426105
"492",516,"9f870a88-538b-4e01-ad27-d994019f5e12","6/14/2024 5:04:42 PM","areynol1@macalester.edu_MacGIS",NA,"No",15.09,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1695190257437,44.9385674530154
"493",517,"67775eec-8dd3-4011-a786-e5df67240a6e","6/14/2024 5:05:42 PM","areynol1@macalester.edu_MacGIS",NA,"No",4,"Red maple",NA,"Red maple","Acer rubrum",-93.169519109287,44.9384908516498
"494",518,"5ddfb0eb-a79f-4527-98f0-54ee4e72ec36","6/14/2024 5:06:42 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.59,"Gray birch",NA,"Gray birch","Betula populifolia",-93.1694264938795,44.9385371575131
"495",519,"7a993339-63ba-4260-9c53-13a12a1dcedf","6/14/2024 5:08:26 PM","areynol1@macalester.edu_MacGIS",NA,"No",24.87,"Ginkgo",60,"Ginkgo","Ginkgo biloba",-93.1692852302078,44.938529806672
"496",520,"2fc7c036-0faf-4cd2-8ed6-f840d6dadd33","6/14/2024 5:09:52 PM","areynol1@macalester.edu_MacGIS","Gary Zahrbock","Yes",1.39,"Fringe tree",NA,"Fringetree","Chionanthus virginicus",-93.1691237490524,44.9384880887234
"497",521,"b271d89d-687c-4571-a341-8a15e78432a9","6/14/2024 5:11:04 PM","areynol1@macalester.edu_MacGIS",NA,"No",11.54,"Lilac",NA,"Lilac","Syringa sp.",-93.1690620437755,44.9384770726262
"498",522,"e18a2036-a244-4afc-aa14-ad889ca43d03","6/14/2024 5:11:44 PM","areynol1@macalester.edu_MacGIS",NA,"No",43.25,"Green ash",NA,"Green ash","Fraxinus pennsylvanica",-93.1690863755433,44.9385387173411
"499",523,"3f764c39-5e3c-4f26-a3ff-ff21c7b64c19","6/14/2024 5:12:57 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.42,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1690991684513,44.9386914982513
"500",524,"96aa055a-b969-451a-85f0-a59f25097444","6/14/2024 5:28:38 PM","areynol1@macalester.edu_MacGIS",NA,"No",13.66,"River birch",NA,"River birch","Betula nigra",-93.1690377173976,44.9386652540344
"501",525,"9e65f2f8-d562-4784-b0f7-91a4536f6aa1","6/14/2024 5:31:25 PM","areynol1@macalester.edu_MacGIS",NA,"No",16.02,"Teak",NA,"Lilac","Syringa sp.",-93.1689776982585,44.9387265526266
"502",526,"4fe26e1f-2c70-4187-81d9-6ffe7371ab43","6/14/2024 5:33:41 PM","areynol1@macalester.edu_MacGIS",NA,"No",1.66,"Crabapple",NA,"Crabapple","Malus sp.",-93.1688877993565,44.9387205365299
"503",527,"9fb9b97c-c496-41cb-81d0-af8cb699c4e4","6/14/2024 5:34:50 PM","areynol1@macalester.edu_MacGIS",NA,"No",19.94,"Crabapple",NA,"Crabapple","Malus sp.",-93.1686454473675,44.9387240472445
"504",528,"61359ea3-98f9-44c3-a3ac-d85bcf3c1b2e","6/14/2024 5:36:34 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.18,"Japanese maple",NA,"Japanese maple","Acer palmatum",-93.1685232989468,44.9387115146093
"505",529,"fc67e82f-69af-44fd-b42c-8be1cd9de03f","6/14/2024 5:37:10 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.4,"Japanese maple",NA,"Japanese maple","Acer palmatum",-93.168520914818,44.9386831866089
"506",530,"9a2b8b36-ec12-4826-b6fb-e8f61a84fb42","6/14/2024 5:38:18 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.58,"Japanese maple",NA,"Japanese maple","Acer palmatum",-93.1683922257637,44.9387058533344
"507",531,"57bc9173-43f6-461d-91a4-2f0b28bd32c9","6/14/2024 5:39:41 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.51,"Japanese maple",NA,"Japanese maple","Acer palmatum",-93.1683803680019,44.9387225624557
"508",532,"1e422281-880a-4b00-b28f-264c8ffabb73","6/14/2024 5:40:27 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.88,"Japanese maple",NA,"Japanese maple","Acer palmatum",-93.1683472848466,44.9387366714441
"509",534,"8de86e4d-eaa3-4af6-95e4-1037edeba1b1","6/19/2024 3:20:08 PM","areynol1@macalester.edu_MacGIS",NA,"No",12.62,"River birch",NA,"River birch","Betula nigra",-93.1690425889614,44.9385735874028
"510",535,"4df5024d-d8a8-4454-896e-ddc36e2dc106","6/19/2024 3:22:30 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.2,"Cockspur hawthorn",NA,"Cockspur hawthorn","Crataegus crus-galli",-93.1690299334957,44.9385371263547
"511",536,"0ab90c81-d67c-41e0-917f-2832adfe6aa2","6/19/2024 3:23:28 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.5,"Cockspur hawthorn",NA,"Cockspur hawthorn","Crataegus crus-galli",-93.1689761513596,44.9384865695908
"512",537,"2fa79acc-a04d-46ad-a52e-3c5c7e4c8287","6/19/2024 3:26:04 PM","areynol1@macalester.edu_MacGIS",NA,"No",17.4,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1687229270608,44.938479656869
"513",538,"dd2d5cc7-e33a-4f5e-af46-24bfb5c1d234","6/19/2024 3:28:04 PM","areynol1@macalester.edu_MacGIS","Barbara Davis and Mary Hill","Yes",12.2,"Ohio buckeye",NA,"Ohio buckeye","Aesculus glabra",-93.1685256687025,44.9384586268268
"514",539,"d7dbf0a0-b2cb-4cfa-92ac-d5ac814bf48b","6/19/2024 3:29:32 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.7,"Mulberry",NA,"Mulberry","Morus sp.",-93.168439988289,44.9385367937864
"515",540,"231f67a8-8aa4-4e80-bf8a-06c1ee57cb50","6/19/2024 3:33:15 PM","areynol1@macalester.edu_MacGIS",NA,"No",23,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1695916150085,44.9371169759849
"516",541,"3d6dce7a-9794-41ce-8766-e640acefe75a","6/19/2024 3:35:37 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.86,"Japanese maple",NA,"Japanese maple","Acer palmatum",-93.1695817622865,44.9371933483514
"517",542,"7dcfbb72-f32e-454d-84d8-d9443e385568","6/19/2024 3:37:51 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.11,"Japanese maple",NA,"Japanese maple","Acer palmatum",-93.1695841850428,44.9372440677727
"518",543,"f7ca4917-3332-430e-9a52-85eaee618a60","6/19/2024 3:39:31 PM","areynol1@macalester.edu_MacGIS",NA,"No",1.6,"Japanese maple",NA,"Japanese maple","Acer palmatum",-93.1695833594911,44.9372963514622
"519",544,"351b5602-17d7-48f4-b48a-959188911608","6/19/2024 3:42:21 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.94,"Eastern redbud",NA,"Eastern redbud","Cercis canadensis",-93.1695736648725,44.9370205490581
"520",545,"d9724cb8-5fb1-4f2a-8f8b-b3a4f70f8e69","6/19/2024 3:43:25 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.22,"Eastern redbud",NA,"Eastern redbud","Cercis canadensis",-93.169521414364,44.9370119503816
"521",546,"420213d7-9344-46ff-8610-db1661fecdd1","6/19/2024 3:45:10 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.68,"Eastern redbud",NA,"Eastern redbud","Cercis canadensis",-93.1694720411594,44.9370173263033
"522",547,"b5c16baf-e6f1-48bb-bda3-4a5b6442eb51","6/19/2024 3:46:59 PM","areynol1@macalester.edu_MacGIS",NA,"No",17.8,"Lilac",NA,"Lilac","Syringa sp.",-93.1694202227405,44.9370201020185
"523",548,"e450fe95-0e69-4fff-b616-ea0f51d89e04","6/19/2024 3:48:44 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.5,"Eastern redbud",NA,"Eastern redbud","Cercis canadensis",-93.1696383615393,44.937020301692
"524",549,"871489ed-9927-4d08-ba98-5254076b0d9e","6/19/2024 3:49:29 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.6,"Eastern redbud",NA,"Eastern redbud","Cercis canadensis",-93.1696034260579,44.9370070501148
"525",550,"ecd00c5c-5347-4823-bfbf-41606a104b85","6/19/2024 3:50:45 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.04,"Eastern redbud",NA,"Eastern redbud","Cercis canadensis",-93.1696737839076,44.9370143248425
"526",551,"8380a7d9-db2a-46e3-977b-49c5b0bfaf9e","6/19/2024 3:51:23 PM","areynol1@macalester.edu_MacGIS",NA,"No",5,"Eastern redbud",NA,"Eastern redbud","Cercis canadensis",-93.1697187706387,44.9370283643013
"527",552,"ed1c6cf9-8c7f-45ea-8c43-5af0bf6e4795","6/19/2024 3:52:08 PM","areynol1@macalester.edu_MacGIS",NA,"No",5,"Eastern redbud",NA,"Eastern redbud","Cercis canadensis",-93.1697455790617,44.9370261990529
"528",553,"c5cc0393-cfe3-470b-a7db-3f37cd5c50cf","6/19/2024 3:52:55 PM","areynol1@macalester.edu_MacGIS",NA,"No",5,"Eastern redbud",NA,"Eastern redbud","Cercis canadensis",-93.1697742469974,44.9370266715286
"529",554,"1f62f348-2c56-4e14-9650-a5db77fe0983","6/19/2024 3:56:07 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.23,"Serviceberry",NA,"Serviceberry","Amelanchier arborea",-93.1698900371425,44.9370435496527
"530",555,"2ccce97b-4950-4e44-81da-5c01951e1eb8","6/19/2024 3:57:11 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.2,"Serviceberry",NA,"Serviceberry","Amelanchier arborea",-93.1698919757069,44.9371276782077
"531",556,"a7542bec-dc4e-45d9-8616-6ff1c29d01b1","6/19/2024 3:57:58 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.3,"Serviceberry",NA,"Serviceberry","Amelanchier arborea",-93.1698736716347,44.9372511866748
"532",557,"3aef042e-de0d-40a1-a429-14d03670d006","6/19/2024 3:58:55 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.1,"American elm",NA,"American elm","Ulmus americana",-93.169796911492,44.9369128124204
"533",558,"bce0e30f-961e-48eb-a2e3-4af256910284","6/19/2024 3:59:38 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.3,"American elm",NA,"American elm","Ulmus americana",-93.1697932867898,44.9368444845106
"534",559,"d9ea07f6-acb7-45ef-8a3f-404e55b5552a","6/19/2024 4:00:41 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.1,"American elm",NA,"American elm","Ulmus americana",-93.1697934646562,44.9367810129285
"535",560,"cecc8a30-2416-4080-8195-547bfc8f28e3","6/19/2024 4:01:30 PM","areynol1@macalester.edu_MacGIS",NA,"No",9,"American elm",NA,"American elm","Ulmus americana",-93.1697899773963,44.9367044854883
"536",561,"822a0fb4-61a9-4b71-add1-7e9816da8186","6/19/2024 4:02:00 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.1,"American elm",NA,"American elm","Ulmus americana",-93.1697909835094,44.9366242804959
"537",562,"c485068d-dca4-46ac-a80a-f5e4382d8e7e","6/19/2024 4:02:42 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.9,"American elm",NA,"American elm","Ulmus americana",-93.1697862790323,44.936570732646
"538",563,"b01efc7d-fea2-4b04-b6d0-810a45717c26","6/19/2024 4:05:51 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.5,"River birch",NA,"River birch","Betula nigra",-93.1701038837909,44.9365320993359
"539",564,"831f9d40-aea1-45ae-815b-00bf1f3b5612","6/19/2024 4:07:31 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.92,"River birch",NA,"River birch","Betula nigra",-93.1701519822861,44.9364142635418
"540",565,"1cfbe3b0-a5c1-41eb-9337-8672fab4014f","6/19/2024 4:09:04 PM","areynol1@macalester.edu_MacGIS",NA,"No",10.69,"River birch",NA,"River birch","Betula nigra",-93.1702030667814,44.9363974227514
"541",566,"67e3d958-1a8c-442e-9532-162f655ac272","6/19/2024 4:10:48 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.51,"River birch",NA,"River birch","Betula nigra",-93.1701465771231,44.9363838530756
"542",567,"f28d0965-e9ef-4dc1-80d0-d2c0a0b693e8","6/19/2024 4:11:19 PM","areynol1@macalester.edu_MacGIS",NA,"No",15.8,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1701845354354,44.9362488359308
"543",568,"f83668eb-d9b1-44f4-9bb6-9fb3dcc3cbe5","6/19/2024 4:12:10 PM","areynol1@macalester.edu_MacGIS",NA,"No",13.9,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.17011346612,44.9362493026897
"544",569,"3896ac19-cb3e-4c52-a2ab-b6e873ff54a2","6/19/2024 4:13:23 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.8,"Crabapple",NA,"Crabapple","Malus sp.",-93.1700661985664,44.9363067324375
"545",570,"c2470245-5f6e-4681-93d3-d2839f841ebf","6/19/2024 4:13:55 PM","areynol1@macalester.edu_MacGIS",NA,"No",11.2,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1698879764073,44.936367684433
"546",571,"a5987732-8bb1-460b-a1e3-46c41572ea1a","6/19/2024 4:14:57 PM","areynol1@macalester.edu_MacGIS",NA,"No",17.8,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1698078350058,44.936262888295
"547",572,"6288beea-7d05-437b-9de5-18fd7e4a0426","6/19/2024 4:15:48 PM","areynol1@macalester.edu_MacGIS",NA,"No",11.6,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1695395720109,44.9363754590668
"548",573,"b657ff0f-466e-4052-8b5b-f337ea82d385","6/19/2024 4:16:31 PM","areynol1@macalester.edu_MacGIS",NA,"No",11.2,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1694577507598,44.9363688456044
"549",574,"6a717af2-8781-4044-b718-147bd532a464","6/19/2024 4:17:18 PM","areynol1@macalester.edu_MacGIS",NA,"No",10.5,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1693053380971,44.936372785066
"550",575,"a3bf86a5-a249-4f61-9678-55f1c1d831a4","6/19/2024 4:17:50 PM","areynol1@macalester.edu_MacGIS",NA,"No",11,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1692049432793,44.9363620966925
"551",576,"c52ffb5c-c022-4360-8708-d6f0598a18ae","6/19/2024 4:20:13 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.94,"Lilac",NA,"Lilac","Syringa sp.",-93.169023631814,44.9363745287308
"552",577,"fd4cde8a-832f-4073-af56-3a08a42e9e98","6/19/2024 4:21:42 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.2,"Lilac",NA,"Lilac","Syringa sp.",-93.1689613614968,44.9363728842679
"553",578,"f2dbdbfc-0bea-4a37-b44b-53e34a2a6b2d","6/19/2024 4:22:32 PM","areynol1@macalester.edu_MacGIS",NA,"No",13.3,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1687873748942,44.9363713498175
"554",579,"af08725c-d4a3-4f10-8b70-1a37ec288d05","6/19/2024 4:23:18 PM","areynol1@macalester.edu_MacGIS",NA,"No",11.2,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1687012641877,44.936370154307
"555",580,"9b329af5-269b-44ce-9a1d-8716a10cede1","6/19/2024 4:23:54 PM","areynol1@macalester.edu_MacGIS",NA,"No",12.7,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1685515824035,44.9363679330737
"556",581,"cefc403f-3ec3-4839-802a-b1d6faa11799","6/19/2024 4:25:15 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.3,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1684494996512,44.9363693651428
"557",582,"aebdec28-4490-414d-a7fa-bc13d3a8a3e0","6/19/2024 4:26:19 PM","areynol1@macalester.edu_MacGIS","Masao Maruyama","Yes",5.4,"Ginkgo",NA,"Ginkgo","Ginkgo biloba",-93.1682487019307,44.9364739849398
"558",583,"754e8332-c611-4766-80f7-5a02b402e2fe","6/19/2024 4:28:06 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.75,"Yellowwood",NA,"Yellowwood","Cladrastis kentukea",-93.1683133581733,44.9364228489537
"559",584,"7a198a91-a29b-4749-8b6f-580b02a225fc","6/19/2024 4:28:59 PM","areynol1@macalester.edu_MacGIS",NA,"No",7.5,"Red maple",NA,"Red maple","Acer rubrum",-93.1682720554332,44.9365414230193
"560",585,"134c6743-acaa-4a1b-b2af-0c86e6cb1ec9","6/19/2024 4:30:06 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.4,"Red maple",NA,"Red maple","Acer rubrum",-93.1682776654121,44.9366179570359
"561",586,"0f647077-11bf-4322-a5bf-5e6b08746e7a","6/19/2024 4:30:40 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.59,"Red maple",NA,"Red maple","Acer rubrum",-93.1682773914259,44.9367002376351
"562",587,"24693d5a-e95d-4a24-b50f-e5e997955552","6/19/2024 4:31:09 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.25,"Red maple",NA,"Red maple","Acer rubrum",-93.1682764895174,44.936755558905
"563",588,"75b8d53d-b951-434b-85ba-b2c3e0cf98b8","6/19/2024 4:32:23 PM","areynol1@macalester.edu_MacGIS",NA,"No",11.8,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1681106317699,44.9366801277336
"564",589,"d8d79207-a3dd-401c-905d-a42382a95e96","6/19/2024 4:33:40 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.5,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1681888525732,44.9366194946592
"565",590,"10cc8758-a3bf-4058-a2c2-73565455a1a5","6/19/2024 4:34:20 PM","areynol1@macalester.edu_MacGIS",NA,"No",10.75,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1681937223404,44.9365561010452
"566",591,"5ab07e86-5b70-469d-ae5d-97f76d71ae5a","6/19/2024 4:35:09 PM","areynol1@macalester.edu_MacGIS",NA,"No",10.6,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.168190969004,44.9364872340963
"567",592,"5b8bda1b-945c-48e9-972f-3d339713de11","6/19/2024 4:35:43 PM","areynol1@macalester.edu_MacGIS",NA,"No",12,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1681967011539,44.9364206639693
"568",593,"2c103f98-1094-4beb-9ff5-88d3e51ca18c","6/19/2024 4:36:25 PM","areynol1@macalester.edu_MacGIS",NA,"No",12.25,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1681929677556,44.9363522070201
"569",594,"8f35d95a-7bbf-4905-8afa-d05bfe6d671b","6/19/2024 4:37:10 PM","areynol1@macalester.edu_MacGIS",NA,"No",10.5,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1681916310624,44.936272697858
"570",595,"df290d1a-fc7e-421a-87a6-b202a94e2206","6/19/2024 4:37:48 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.3,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1681918206069,44.9362102348357
"571",596,"f6038a62-8d3b-4044-931d-bfb022988185","6/19/2024 4:39:41 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.4,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1689455691141,44.9363269079686
"572",597,"9534aedb-4c6b-4283-b03b-dd0129540b9a","6/19/2024 4:40:30 PM","areynol1@macalester.edu_MacGIS",NA,"No",12.5,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1689405610064,44.9362688798486
"573",598,"a9ae3c74-97a9-4015-9847-517169a80c6d","6/19/2024 4:41:19 PM","areynol1@macalester.edu_MacGIS",NA,"No",10,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1689414727964,44.9362193856035
"574",599,"6bcad847-be4f-4307-bf3b-e2b33c5099c4","6/19/2024 4:41:47 PM","areynol1@macalester.edu_MacGIS",NA,"No",12.25,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1689418500888,44.9361660580375
"575",600,"02f90438-236b-4e3a-bd0f-9b607233c774","6/19/2024 4:42:47 PM","areynol1@macalester.edu_MacGIS",NA,"No",12,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1689380870461,44.9361074199146
"576",601,"99d97198-f2e1-474a-8aeb-93e91b61ca84","6/19/2024 4:43:18 PM","areynol1@macalester.edu_MacGIS",NA,"No",11.25,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1689431104251,44.936061550872
"577",602,"3266f802-a581-438d-92fc-ec4d23ff2d48","6/19/2024 4:43:43 PM","areynol1@macalester.edu_MacGIS",NA,"No",11.4,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1689425849107,44.9360052470825
"578",603,"c42384bc-c915-4cbf-903c-7ce1e249eb29","6/19/2024 4:44:22 PM","areynol1@macalester.edu_MacGIS",NA,"No",11.2,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1689434580732,44.9359517571594
"579",604,"c18d8e0e-feb6-4134-b0e3-32d6275ad7d4","6/19/2024 4:45:09 PM","areynol1@macalester.edu_MacGIS",NA,"No",15.7,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1690277460979,44.9359468618894
"580",605,"cf2ba6a9-a00c-4fdd-bc39-da44e6ce7dbe","6/19/2024 4:45:47 PM","areynol1@macalester.edu_MacGIS",NA,"No",12.5,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1690244133482,44.9361588811328
"581",606,"b7cd5c5e-8d82-4fda-b856-7156a33e6979","6/19/2024 4:46:37 PM","areynol1@macalester.edu_MacGIS",NA,"No",10,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1690371523573,44.9362068683195
"582",607,"99242a3c-c15b-4769-a3b7-2ed1b130c3fb","6/19/2024 4:47:07 PM","areynol1@macalester.edu_MacGIS",NA,"No",7.5,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1690441583182,44.9362787396476
"583",608,"940b05fd-772c-4693-b5a5-f6ef910def35","6/19/2024 4:47:49 PM","areynol1@macalester.edu_MacGIS","Tamar Hanna Kaplan","Yes",7.5,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1690446658663,44.9363266974822
"584",609,"83d7c63a-4245-4477-9144-75f8fd36a766","6/19/2024 4:51:04 PM","areynol1@macalester.edu_MacGIS",NA,"No",30.2,"Swamp white oak",NA,"Swamp white oak","Quercus bicolor",-93.1704537299833,44.936667127261
"585",610,"2af7ed13-4c0f-4c43-aa39-6a74654dbe38","6/19/2024 4:52:33 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.9,"White spruce",NA,"White spruce","Picea glauca",-93.1704332286319,44.9366973779648
"586",611,"a2036764-a8aa-437e-9ed9-d2da9a29e180","6/19/2024 4:53:04 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.2,"White spruce",NA,"White spruce","Picea glauca",-93.1704740310104,44.9367119198668
"587",612,"e1fdfc89-7681-456f-bc4f-c8543e9c0b0d","6/19/2024 4:54:04 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.3,"White spruce",NA,"White spruce","Picea glauca",-93.1704372953052,44.9367285195567
"588",613,"76dddec0-f313-49c5-aa7a-ce28b4b3bf1f","6/19/2024 4:55:48 PM","areynol1@macalester.edu_MacGIS",NA,"No",1.8,"Lilac",NA,"Lilac","Syringa sp.",-93.1704958025797,44.9367748738983
